,0,1
0,0,1.0
1,1,0.4432905934241563
2,2,0.10642581247770862
3,3,0.026305873000390834
4,4,0.006557371566594192
5,5,0.0016381448430839256
6,6,0.0004094612636582588
7,7,0.00010236063064584608
8,8,2.558986481540279e-05
