,0,1
0,0,1.0
1,1,0.7453559924999299
2,2,0.2773500981126146
3,3,0.14907119849998599
4,4,0.06984302957695783
5,5,0.03549314249999666
6,6,0.0174687479784702
7,7,0.00876889402941094
8,8,0.004367311938575766
9,9,0.0021857946994132843
10,10,0.0010918299369823059
11,11,0.0005460483461537948
12,12,0.00027295751475095036
13,13,0.00013648708890311845
14,14,6.823937916438414e-05
15,15,3.412021023117097e-05
16,16,1.7059844798543637e-05
